Servico.Parlamentares.Parlamentar.IdentificacaoParlamentar.CodigoParlamentar;Servico.Parlamentares.Parlamentar.IdentificacaoParlamentar.CodigoPublicoNaLegAtual;Servico.Parlamentares.Parlamentar.IdentificacaoParlamentar.NomeParlamentar;Servico.Parlamentares.Parlamentar.IdentificacaoParlamentar.NomeCompletoParlamentar;Servico.Parlamentares.Parlamentar.IdentificacaoParlamentar.SexoParlamentar;Servico.Parlamentares.Parlamentar.IdentificacaoParlamentar.FormaTratamento;Servico.Parlamentares.Parlamentar.IdentificacaoParlamentar.UrlFotoParlamentar;Servico.Parlamentares.Parlamentar.IdentificacaoParlamentar.UrlPaginaParlamentar;Servico.Parlamentares.Parlamentar.IdentificacaoParlamentar.UrlPaginaParticular;Servico.Parlamentares.Parlamentar.IdentificacaoParlamentar.EmailParlamentar;Servico.Parlamentares.Parlamentar.IdentificacaoParlamentar.SiglaPartidoParlamentar;Servico.Parlamentares.Parlamentar.IdentificacaoParlamentar.UfParlamentar;Servico.Parlamentares.Parlamentar.Mandatos.Mandato.CodigoMandato;Servico.Parlamentares.Parlamentar.Mandatos.Mandato.UfParlamentar;Servico.Parlamentares.Parlamentar.Mandatos.Mandato.PrimeiraLegislaturaDoMandato.NumeroLegislatura;Servico.Parlamentares.Parlamentar.Mandatos.Mandato.PrimeiraLegislaturaDoMandato.DataInicio;Servico.Parlamentares.Parlamentar.Mandatos.Mandato.PrimeiraLegislaturaDoMandato.DataFim;Servico.Parlamentares.Parlamentar.Mandatos.Mandato.SegundaLegislaturaDoMandato.NumeroLegislatura;Servico.Parlamentares.Parlamentar.Mandatos.Mandato.SegundaLegislaturaDoMandato.DataInicio;Servico.Parlamentares.Parlamentar.Mandatos.Mandato.SegundaLegislaturaDoMandato.DataFim;Servico.Parlamentares.Parlamentar.Mandatos.Mandato.DescricaoParticipacao;Servico.Parlamentares.Parlamentar.Mandatos.Mandato.Titular.DescricaoParticipacao;Servico.Parlamentares.Parlamentar.Mandatos.Mandato.Titular.CodigoParlamentar;Servico.Parlamentares.Parlamentar.Mandatos.Mandato.Titular.NomeParlamentar;Servico.Parlamentares.Parlamentar.Mandatos.Mandato.Suplentes.Suplente.DescricaoParticipacao;Servico.Parlamentares.Parlamentar.Mandatos.Mandato.Suplentes.Suplente.CodigoParlamentar;Servico.Parlamentares.Parlamentar.Mandatos.Mandato.Suplentes.Suplente.NomeParlamentar;Servico.Parlamentares.Parlamentar.Mandatos.Mandato.Exercicios.Exercicio.CodigoExercicio;Servico.Parlamentares.Parlamentar.Mandatos.Mandato.Exercicios.Exercicio.DataInicio;Servico.Parlamentares.Parlamentar.Mandatos.Mandato.Exercicios.Exercicio.DataFim;Servico.Parlamentares.Parlamentar.Mandatos.Mandato.Exercicios.Exercicio.SiglaCausaAfastamento;Servico.Parlamentares.Parlamentar.Mandatos.Mandato.Exercicios.Exercicio.DescricaoCausaAfastamento;Servico.Parlamentares.Parlamentar.Mandatos.Mandato.Exercicios.Exercicio.DataLeitura
;;;;;;;;;;;;561;MS;;;;;;;1º Suplente;Titular;5988;Soraya Thronicke;;;;;;;;;
;;;;;;;;;;;;561;MS;;;;;;;1º Suplente;;;;2º Suplente;5987;Danny Fabricio;;;;;;
5905;874;Rodrigo Cunha;Rodrigo Santos Cunha;Masculino;Senador;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5905.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/5905;;sen.rodrigocunha@senado.leg.br;PODEMOS;AL;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;537;AL;56;2019-02-01;2023-01-31;;;;Titular;;;;;;;;;;;;
;;;;;;;;;;;;537;AL;;;;57;2023-02-01;2027-01-31;Titular;;;;;;;;;;;;
;;;;;;;;;;;;537;AL;;;;;;;Titular;;;;1º Suplente;5906;Dra. Eudócia;;;;;;
;;;;;;;;;;;;537;AL;;;;;;;Titular;;;;2º Suplente;5907;Henrique Arruda;;;;;;
;;;;;;;;;;;;537;AL;;;;;;;Titular;;;;;;;2991;2022-09-22;;;;
;;;;;;;;;;;;537;AL;;;;;;;Titular;;;;;;;2932;2019-02-01;2022-05-23;LCS;Licença com convocação de suplente (sup 120 dias);
5732;844;Rodrigo Pacheco;Rodrigo Otavio Soares Pacheco;Masculino;Senador;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5732.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/5732;;sen.rodrigopacheco@senado.leg.br;PSD;MG;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;562;MG;56;2019-02-01;2023-01-31;;;;Titular;;;;;;;;;;;;
;;;;;;;;;;;;562;MG;;;;57;2023-02-01;2027-01-31;Titular;;;;;;;;;;;;
;;;;;;;;;;;;562;MG;;;;;;;Titular;;;;1º Suplente;5257;Renzo Braz;;;;;;
;;;;;;;;;;;;562;MG;;;;;;;Titular;;;;2º Suplente;5989;Ana Maria;;;;;;
;;;;;;;;;;;;562;MG;;;;;;;Titular;;;;;;;2931;2019-02-01;;;;
4694;887;Rogerio Marinho;Rogério Simonetti Marinho;Masculino;Senador;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4694.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/4694;;sen.rogeriomarinho@senado.leg.br;PL;RN;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;616;RN;57;2023-02-01;2027-01-31;;;;Titular;;;;;;;;;;;;
;;;;;;;;;;;;616;RN;;;;58;2027-02-01;2031-01-31;Titular;;;;;;;;;;;;
;;;;;;;;;;;;616;RN;;;;;;;Titular;;;;1º Suplente;6374;Flávio Azevedo;;;;;;
;;;;;;;;;;;;616;RN;;;;;;;Titular;;;;2º Suplente;6375;Igor Targino;;;;;;
;;;;;;;;;;;;616;RN;;;;;;;Titular;;;;;;;3016;2023-02-01;;;;
5352;830;Rogério Carvalho;Rogério Carvalho Santos;Masculino;Senador;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5352.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/5352;;sen.rogeriocarvalho@senado.leg.br;PT;SE;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;579;SE;56;2019-02-01;2023-01-31;;;;Titular;;;;;;;;;;;;
;;;;;;;;;;;;579;SE;;;;57;2023-02-01;2027-01-31;Titular;;;;;;;;;;;;
;;;;;;;;;;;;579;SE;;;;;;;Titular;;;;1º Suplente;5993;Jorge Mitidieri;;;;;;
;;;;;;;;;;;;579;SE;;;;;;;Titular;;;;2º Suplente;5994;Maria da Taiçoca;;;;;;
;;;;;;;;;;;;579;SE;;;;;;;Titular;;;;;;;2933;2019-02-01;;;;
5322;840;Romário;Romario de Souza Faria;Masculino;Senador;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5322.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/5322;http://romario.org/;sen.romario@senado.leg.br;PL;RJ;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;620;RJ;57;2023-02-01;2027-01-31;;;;Titular;;;;;;;;;;;;
;;;;;;;;;;;;620;RJ;;;;58;2027-02-01;2031-01-31;Titular;;;;;;;;;;;;
;;;;;;;;;;;;620;RJ;;;;;;;Titular;;;;1º Suplente;6372;Bruno Bonetti;;;;;;
;;;;;;;;;;;;620;RJ;;;;;;;Titular;;;;2º Suplente;6373;Andrea Fontes;;;;;;
;;;;;;;;;;;;620;RJ;;;;;;;Titular;;;;;;;3029;2023-02-01;;;;
5945;;Ronaldo Libardi;Ronaldo Libardi;Masculino;Senador;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;547;ES;56;2019-02-01;2023-01-31;;;;2º Suplente;;;;;;;;;;;;
;;;;;;;;;;;;547;ES;;;;57;2023-02-01;2027-01-31;2º Suplente;;;;;;;;;;;;
;;;;;;;;;;;;547;ES;;;;;;;2º Suplente;Titular;5942;Marcos do Val;;;;;;;;;
;;;;;;;;;;;;547;ES;;;;;;;2º Suplente;;;;1º Suplente;5944;Rosana Foerst;;;;;;
5944;;Rosana Foerst;Rosana Marcia Foerste da Silva;Feminino;Senadora;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;547;ES;56;2019-02-01;2023-01-31;;;;1º Suplente;;;;;;;;;;;;
;;;;;;;;;;;;547;ES;;;;57;2023-02-01;2027-01-31;1º Suplente;;;;;;;;;;;;
;;;;;;;;;;;;547;ES;;;;;;;1º Suplente;Titular;5942;Marcos do Val;;;;;;;;;
;;;;;;;;;;;;547;ES;;;;;;;1º Suplente;;;;2º Suplente;5945;Ronaldo Libardi;;;;;;
6363;;Rosana Martinelli;Rosana Tereza Martinelli;Feminino;Senadora;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;621;MT;57;2023-02-01;2027-01-31;;;;2º Suplente;;;;;;;;;;;;
;;;;;;;;;;;;621;MT;;;;58;2027-02-01;2031-01-31;2º Suplente;;;;;;;;;;;;
;;;;;;;;;;;;621;MT;;;;;;;2º Suplente;Titular;1173;Wellington Fagundes;;;;;;;;;
;;;;;;;;;;;;621;MT;;;;;;;2º Suplente;;;;1º Suplente;6362;Mauro Carvalho Junior;;;;;;
5911;;Rosário Bezerra;Maria do Rosário de Fátima Biserra Rodrigues;Feminino;Senadora;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;539;PI;56;2019-02-01;2023-01-31;;;;2º Suplente;;;;;;;;;;;;
;;;;;;;;;;;;539;PI;;;;57;2023-02-01;2027-01-31;2º Suplente;;;;;;;;;;;;
;;;;;;;;;;;;539;PI;;;;;;;2º Suplente;Titular;742;Marcelo Castro;;;;;;;;;
;;;;;;;;;;;;539;PI;;;;;;;2º Suplente;;;;1º Suplente;5910;José Hamilton;;;;;;
5038;;Sandra Braga;Sandra Backsmann Braga;Feminino;Senadora;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5038.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/5038;;sandrabraga@senadora.leg.br;MDB;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;521;AM;56;2019-02-01;2023-01-31;;;;1º Suplente;;;;;;;;;;;;
;;;;;;;;;;;;521;AM;;;;57;2023-02-01;2027-01-31;1º Suplente;;;;;;;;;;;;
;;;;;;;;;;;;521;AM;;;;;;;1º Suplente;Titular;4994;Eduardo Braga;;;;;;;;;
;;;;;;;;;;;;521;AM;;;;;;;1º Suplente;;;;2º Suplente;5935;Miguel Biango;;;;;;
5974;;Sargento Reginaldo;Reginauro Sousa Nascimento;Masculino;Senador;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;557;CE;56;2019-02-01;2023-01-31;;;;1º Suplente;;;;;;;;;;;;
;;;;;;;;;;;;557;CE;;;;57;2023-02-01;2027-01-31;1º Suplente;;;;;;;;;;;;
;;;;;;;;;;;;557;CE;;;;;;;1º Suplente;Titular;5976;Eduardo Girão;;;;;;;;;
;;;;;;;;;;;;557;CE;;;;;;;1º Suplente;;;;2º Suplente;5975;Dr. Guimarães;;;;;;
6331;886;Sergio Moro;Sergio Fernando Moro;Masculino;Senador;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6331.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/6331;;sen.sergiomoro@senado.leg.br;UNIÃO;PR;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;608;PR;57;2023-02-01;2027-01-31;;;;Titular;;;;;;;;;;;;
;;;;;;;;;;;;608;PR;;;;58;2027-02-01;2031-01-31;Titular;;;;;;;;;;;;
;;;;;;;;;;;;608;PR;;;;;;;Titular;;;;1º Suplente;6370;Luis Felipe Cunha;;;;;;
;;;;;;;;;;;;608;PR;;;;;;;Titular;;;;2º Suplente;6371;Ricardo Guerra;;;;;;
;;;;;;;;;;;;608;PR;;;;;;;Titular;;;;;;;3015;2023-02-01;;;;
5916;;Silvania Barbosa;Silvania Batinga de Oliveira Barbosa;Feminino;Senadora;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;527;AL;56;2019-02-01;2023-01-31;;;;2º Suplente;;;;;;;;;;;;
;;;;;;;;;;;;527;AL;;;;57;2023-02-01;2027-01-31;2º Suplente;;;;;;;;;;;;
;;;;;;;;;;;;527;AL;;;;;;;2º Suplente;Titular;70;Renan Calheiros;;;;;;;;;
;;;;;;;;;;;;527;AL;;;;;;;2º Suplente;;;;1º Suplente;5913;Rafael Tenório;;;;;;
5056;;Silvia Nascimento Cardoso dos Santos Cerqueira;Silvia Nascimento Cardoso dos Santos Cerqueira;Masculino;Senador;;;;;REPUBLICANOS;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;554;BA;56;2019-02-01;2023-01-31;;;;2º Suplente;;;;;;;;;;;;
;;;;;;;;;;;;554;BA;;;;57;2023-02-01;2027-01-31;2º Suplente;;;;;;;;;;;;
;;;;;;;;;;;;554;BA;;;;;;;2º Suplente;Titular;5967;Angelo Coronel;;;;;;;;;
;;;;;;;;;;;;554;BA;;;;;;;2º Suplente;;;;1º Suplente;5837;Davidson Magalhães;;;;;;
4768;;Silvio Costa;Sílvio Serafim Costa;Masculino;Senador;;;;;AVANTE;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;606;PE;57;2023-02-01;2027-01-31;;;;1º Suplente;;;;;;;;;;;;
;;;;;;;;;;;;606;PE;;;;58;2027-02-01;2031-01-31;1º Suplente;;;;;;;;;;;;
;;;;;;;;;;;;606;PE;;;;;;;1º Suplente;Titular;6338;Teresa Leitão;;;;;;;;;
;;;;;;;;;;;;606;PE;;;;;;;1º Suplente;;;;2º Suplente;6368;Francisco Alexandre;;;;;;
6005;;Siqueira Campos;Jose Wilson Siqueira Campos;Masculino;Senador;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6005.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/6005;;;DEM;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;568;TO;56;2019-02-01;2023-01-31;;;;1º Suplente;;;;;;;;;;;;
;;;;;;;;;;;;568;TO;;;;57;2023-02-01;2027-01-31;1º Suplente;;;;;;;;;;;;
;;;;;;;;;;;;568;TO;;;;;;;1º Suplente;Titular;3777;Eduardo Gomes;;;;;;;;;
;;;;;;;;;;;;568;TO;;;;;;;1º Suplente;;;;2º Suplente;6006;Ogari Pacheco;;;;;;
;;;;;;;;;;;;568;TO;;;;;;;1º Suplente;;;;;;;2943;2019-07-16;2019-08-14;RET;Retorno do titular;2019-07-16
6386;;Sirlange Manga;Sirlange Rodrigues Frate Maganhato;Feminino;Senadora;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;617;SP;57;2023-02-01;2027-01-31;;;;2º Suplente;;;;;;;;;;;;
;;;;;;;;;;;;617;SP;;;;58;2027-02-01;2031-01-31;2º Suplente;;;;;;;;;;;;
;;;;;;;;;;;;617;SP;;;;;;;2º Suplente;Titular;6009;Astronauta Marcos Pontes;;;;;;;;;
;;;;;;;;;;;;617;SP;;;;;;;2º Suplente;;;;1º Suplente;6385;Professor Alberto;;;;;;
5988;854;Soraya Thronicke;Soraya Vieira Thronicke;Feminino;Senadora;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5988.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/5988;;sen.sorayathronicke@senado.leg.br;PODEMOS;MS;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;561;MS;56;2019-02-01;2023-01-31;;;;Titular;;;;;;;;;;;;
;;;;;;;;;;;;561;MS;;;;57;2023-02-01;2027-01-31;Titular;;;;;;;;;;;;
;;;;;;;;;;;;561;MS;;;;;;;Titular;;;;1º Suplente;5986;Rodolfo Nogueira;;;;;;
;;;;;;;;;;;;561;MS;;;;;;;Titular;;;;2º Suplente;5987;Danny Fabricio;;;;;;
;;;;;;;;;;;;561;MS;;;;;;;Titular;;;;;;;2937;2019-02-01;;;;
5959;817;Styvenson Valentim;Eann Styvenson Valentim Mendes;Masculino;Senador;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5959.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/5959;;sen.styvensonvalentim@senado.leg.br;PODEMOS;RN;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;550;RN;56;2019-02-01;2023-01-31;;;;Titular;;;;;;;;;;;;
;;;;;;;;;;;;550;RN;;;;57;2023-02-01;2027-01-31;Titular;;;;;;;;;;;;
;;;;;;;;;;;;550;RN;;;;;;;Titular;;;;1º Suplente;5962;Alisson Taveira;;;;;;
;;;;;;;;;;;;550;RN;;;;;;;Titular;;;;2º Suplente;5963;Coronel Margarida;;;;;;
;;;;;;;;;;;;550;RN;;;;;;;Titular;;;;;;;2899;2019-02-01;;;;
5893;;Suely Pereira;Suely Torres e Silva;Masculino;Senador;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;529;MA;56;2019-02-01;2023-01-31;;;;2º Suplente;;;;;;;;;;;;
;;;;;;;;;;;;529;MA;;;;57;2023-02-01;2027-01-31;2º Suplente;;;;;;;;;;;;
;;;;;;;;;;;;529;MA;;;;;;;2º Suplente;Titular;5411;Weverton;;;;;;;;;
;;;;;;;;;;;;529;MA;;;;;;;2º Suplente;;;;1º Suplente;5892;Roberth Bringel;;;;;;
5995;;Suely Santiago;Maria Suely Alves de Oliveira Santiago;Feminino;Senadora;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;564;PB;56;2019-02-01;2023-01-31;;;;2º Suplente;;;;;;;;;;;;
;;;;;;;;;;;;564;PB;;;;57;2023-02-01;2027-01-31;2º Suplente;;;;;;;;;;;;
;;;;;;;;;;;;564;PB;;;;;;;2º Suplente;Titular;5748;Veneziano Vital do Rêgo;;;;;;;;;
;;;;;;;;;;;;564;PB;;;;;;;2º Suplente;;;;1º Suplente;63;Ney Suassuna;;;;;;
4560;850;Sérgio Petecão;Sérgio de Oliveira Cunha;Masculino;Senador;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4560.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/4560;http://www.petecao.com.br/;sen.sergiopetecao@senado.leg.br;PSD;AC;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;520;AC;56;2019-02-01;2023-01-31;;;;Titular;;;;;;;;;;;;
;;;;;;;;;;;;520;AC;;;;57;2023-02-01;2027-01-31;Titular;;;;;;;;;;;;
;;;;;;;;;;;;520;AC;;;;;;;Titular;;;;1º Suplente;5908;Maria das Vitórias;;;;;;
;;;;;;;;;;;;520;AC;;;;;;;Titular;;;;2º Suplente;5909;Maria Alice;;;;;;
;;;;;;;;;;;;520;AC;;;;;;;Titular;;;;;;;2997;2022-11-04;;;;
;;;;;;;;;;;;520;AC;;;;;;;Titular;;;;;;;2935;2019-02-01;2022-07-06;LCS;Licença com convocação de suplente (sup 120 dias);
6355;;Tenente Emerson;Emerson Luiz Santana;Masculino;Senador;;;;;PTB;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;600;ES;57;2023-02-01;2027-01-31;;;;2º Suplente;;;;;;;;;;;;
;;;;;;;;;;;;600;ES;;;;58;2027-02-01;2031-01-31;2º Suplente;;;;;;;;;;;;
;;;;;;;;;;;;600;ES;;;;;;;2º Suplente;Titular;631;Magno Malta;;;;;;;;;
;;;;;;;;;;;;600;ES;;;;;;;2º Suplente;;;;1º Suplente;6354;Marcinha Macedo;;;;;;
6332;;Tenente Portela;Aparecido Andrade Portela;Masculino;Senador;;;;;PL;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;595;MS;57;2023-02-01;2027-01-31;;;;1º Suplente;;;;;;;;;;;;
;;;;;;;;;;;;595;MS;;;;58;2027-02-01;2031-01-31;1º Suplente;;;;;;;;;;;;
;;;;;;;;;;;;595;MS;;;;;;;1º Suplente;Titular;5736;Tereza Cristina;;;;;;;;;
;;;;;;;;;;;;595;MS;;;;;;;1º Suplente;;;;2º Suplente;6333;Paulo Salomão;;;;;;
6004;;Terciliano Gomes;Terciliano Gomes Araujo;Masculino;Senador;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;567;TO;56;2019-02-01;2023-01-31;;;;2º Suplente;;;;;;;;;;;;
;;;;;;;;;;;;567;TO;;;;57;2023-02-01;2027-01-31;2º Suplente;;;;;;;;;;;;
;;;;;;;;;;;;567;TO;;;;;;;2º Suplente;Titular;5385;Irajá;;;;;;;;;
;;;;;;;;;;;;567;TO;;;;;;;2º Suplente;;;;1º Suplente;6287;Marcos de Souza Costa;;;;;;
6348;;Terence Lessa;Claudir Terence Lessa Lopes de Oliveira;Masculino;Senador;;;;;PT;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;622;BA;57;2023-02-01;2027-01-31;;;;1º Suplente;;;;;;;;;;;;
;;;;;;;;;;;;622;BA;;;;58;2027-02-01;2031-01-31;1º Suplente;;;;;;;;;;;;
;;;;;;;;;;;;622;BA;;;;;;;1º Suplente;Titular;5523;Otto Alencar;;;;;;;;;
;;;;;;;;;;;;622;BA;;;;;;;1º Suplente;;;;2º Suplente;6349;Hildinha Menezes;;;;;;
6338;879;Teresa Leitão;Maria Teresa Leitão de Melo;Feminino;Senadora;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6338.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/6338;;sen.teresaleitao@senado.leg.br;PT;PE;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;606;PE;57;2023-02-01;2027-01-31;;;;Titular;;;;;;;;;;;;
;;;;;;;;;;;;606;PE;;;;58;2027-02-01;2031-01-31;Titular;;;;;;;;;;;;
;;;;;;;;;;;;606;PE;;;;;;;Titular;;;;1º Suplente;4768;Silvio Costa;;;;;;
;;;;;;;;;;;;606;PE;;;;;;;Titular;;;;2º Suplente;6368;Francisco Alexandre;;;;;;
;;;;;;;;;;;;606;PE;;;;;;;Titular;;;;;;;3019;2023-02-01;;;;
5736;876;Tereza Cristina;Tereza Cristina Correa da Costa Dias;Feminino;Senadora;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5736.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/5736;;sen.terezacristina@senado.leg.br;PP;MS;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;595;MS;57;2023-02-01;2027-01-31;;;;Titular;;;;;;;;;;;;
;;;;;;;;;;;;595;MS;;;;58;2027-02-01;2031-01-31;Titular;;;;;;;;;;;;
;;;;;;;;;;;;595;MS;;;;;;;Titular;;;;1º Suplente;6332;Tenente Portela;;;;;;
;;;;;;;;;;;;595;MS;;;;;;;Titular;;;;2º Suplente;6333;Paulo Salomão;;;;;;
;;;;;;;;;;;;595;MS;;;;;;;Titular;;;;;;;3012;2023-02-01;;;;
5899;864;Vanderlan Cardoso;Vanderlan Vieira Cardoso;Masculino;Senador;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5899.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/5899;;sen.vanderlancardoso@senado.leg.br;PSD;GO;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;538;GO;56;2019-02-01;2023-01-31;;;;Titular;;;;;;;;;;;;
;;;;;;;;;;;;538;GO;;;;57;2023-02-01;2027-01-31;Titular;;;;;;;;;;;;
;;;;;;;;;;;;538;GO;;;;;;;Titular;;;;1º Suplente;453;Pedro Chaves;;;;;;
;;;;;;;;;;;;538;GO;;;;;;;Titular;;;;2º Suplente;5912;Jader Melo;;;;;;
;;;;;;;;;;;;538;GO;;;;;;;Titular;;;;;;;2938;2019-02-01;;;;
5748;821;Veneziano Vital do Rêgo;Veneziano Vital do Rêgo Segundo Neto;Masculino;Senador;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5748.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/5748;;sen.venezianovitaldorego@senado.leg.br;MDB;PB;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;564;PB;56;2019-02-01;2023-01-31;;;;Titular;;;;;;;;;;;;
;;;;;;;;;;;;564;PB;;;;57;2023-02-01;2027-01-31;Titular;;;;;;;;;;;;
;;;;;;;;;;;;564;PB;;;;;;;Titular;;;;1º Suplente;63;Ney Suassuna;;;;;;
;;;;;;;;;;;;564;PB;;;;;;;Titular;;;;2º Suplente;5995;Suely Santiago;;;;;;
;;;;;;;;;;;;564;PB;;;;;;;Titular;;;;;;;2963;2021-01-22;;;;
;;;;;;;;;;;;564;PB;;;;;;;Titular;;;;;;;2939;2019-02-01;2020-09-23;LP;Licença Particular;
5919;;Vilson Basso;Vilson Vilmar Basso;Masculino;Senador;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;540;PR;56;2019-02-01;2023-01-31;;;;1º Suplente;;;;;;;;;;;;
;;;;;;;;;;;;540;PR;;;;57;2023-02-01;2027-01-31;1º Suplente;;;;;;;;;;;;
;;;;;;;;;;;;540;PR;;;;;;;1º Suplente;Titular;345;Flávio Arns;;;;;;;;;
;;;;;;;;;;;;540;PR;;;;;;;1º Suplente;;;;2º Suplente;5920;Flavio Vicente;;;;;;
5914;;Waldemar Oliveira;Waldemar de Andrada Ignácio de Oliveira;Masculino;Senador;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;525;PE;56;2019-02-01;2023-01-31;;;;1º Suplente;;;;;;;;;;;;
;;;;;;;;;;;;525;PE;;;;57;2023-02-01;2027-01-31;1º Suplente;;;;;;;;;;;;
;;;;;;;;;;;;525;PE;;;;;;;1º Suplente;Titular;5008;Humberto Costa;;;;;;;;;
;;;;;;;;;;;;525;PE;;;;;;;1º Suplente;;;;2º Suplente;5915;Marcia do Angico;;;;;;
6361;;Wander de Souza;Wander de Souza;Masculino;Senador;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;603;MG;57;2023-02-01;2027-01-31;;;;2º Suplente;;;;;;;;;;;;
;;;;;;;;;;;;603;MG;;;;58;2027-02-01;2031-01-31;2º Suplente;;;;;;;;;;;;
;;;;;;;;;;;;603;MG;;;;;;;2º Suplente;Titular;6337;Cleitinho;;;;;;;;;
;;;;;;;;;;;;603;MG;;;;;;;2º Suplente;;;;1º Suplente;6360;Alex Diniz;;;;;;
5016;880;Wellington Dias;José Wellington Barroso de Araujo Dias;Masculino;Senador;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5016.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/5016;;wellington.dias@senador.leg.br;PT;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;607;PI;57;2023-02-01;2027-01-31;;;;Titular;;;;;;;;;;;;
;;;;;;;;;;;;607;PI;;;;58;2027-02-01;2031-01-31;Titular;;;;;;;;;;;;
;;;;;;;;;;;;607;PI;;;;;;;Titular;;;;1º Suplente;6369;Jussara Lima;;;;;;
;;;;;;;;;;;;607;PI;;;;;;;Titular;;;;2º Suplente;5849;José Amauri;;;;;;
;;;;;;;;;;;;607;PI;;;;;;;Titular;;;;;;;3010;2023-02-01;2023-02-03;AFO;Afastamento do exercício;
1173;842;Wellington Fagundes;Wellington Antonio Fagundes;Masculino;Senador;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador1173.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/1173;;sen.wellingtonfagundes@senado.leg.br;PL;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;621;MT;57;2023-02-01;2027-01-31;;;;Titular;;;;;;;;;;;;
;;;;;;;;;;;;621;MT;;;;58;2027-02-01;2031-01-31;Titular;;;;;;;;;;;;
